,TripLength
230006,11.2
230007,7.932
230008,4.0
230009,36.8
230010,11.0
230011,19.4
230012,2.0
230013,8.0
230014,19.7
230015,2.6
230016,18.5
230017,3.0
230018,31.5
230019,7.8
230020,56.7
230021,21.75
230022,11.1
230023,155.4
230024,5.0
230025,3.2
230026,1.6
230027,39.9
230028,23.32
230029,29.8
230030,15.5
230031,22.7
230032,14.2
230033,39.6
230034,15.4
230035,8.0
230036,6.7
230037,49.9
230038,13.8
230039,56.5
230040,15.7
230041,7.5
230042,5.72
230043,15.1
230044,4.4
230045,11.6
230046,8.8
230047,7.6
230048,21.4
230049,2.2
230050,5.9
230051,37.4
230052,13.2
230053,3.3
230054,13.0
230055,23.2
230056,6.2
230057,1.9
230058,5.6
230059,2.0
230060,5.3
230061,1.5
230062,3.4
230063,37.1
230064,15.8
230065,3.6
230066,29.3
230067,7.2
230068,11.9
230069,10.3
230070,2.2
230071,11.6
230072,7.8
230073,3.6
230074,18.3
230075,7.2
230076,3.5
230077,13.5
230078,6.4
230079,15.9
230080,21.5
230081,28.8
230082,82.12
230083,7.2
230084,7.9
230085,30.3
230086,7.8
230087,17.3
230088,4.9
230089,4.9
230090,3.1
230091,7.2
230092,31.9
230093,14.1
230094,3.9
230095,31.9
230096,34.0
230097,18.2
230098,7.5
230099,11.9
230100,15.4
230101,13.8
230102,1.9
230103,23.7
230104,4.4
230105,22.7
230106,2.0
230107,3.5
230108,3.6
230109,31.1
230110,8.7
230111,8.0
230112,9.9
230113,21.8
230114,13.3
230115,10.5
230116,139.4
230117,10.9
230118,14.2
230119,13.3
230120,227.5
230121,19.4
230122,23.3
230123,2.3
230124,32.72
230125,19.12
230126,36.3
230127,15.9
230128,9.3
230129,25.9
230130,26.4
230131,2.6
230132,31.9
230133,56.6
230134,5.3
230135,4.4
230136,10.9
230137,59.2
230138,33.8
230139,4.0
230140,7.2
230141,7.6
230142,1.6
230143,3.0
230144,37.5
230145,6.9
230146,18.5
230147,154.3
230148,148.5
230149,34.6
230150,73.2
230151,31.6
230152,94.2
230153,197.0
230154,44.1
230155,17.2
230156,26.0
230157,5.7
230158,11.9
230159,6.7
230160,13.9
230161,41.3
230162,8.5
230163,33.7
230164,21.3
230165,2.6
230166,11.1
230167,29.1
230168,7.0
230169,24.7
230170,3.9
230171,5.6
230172,16.3
230173,21.1
230174,20.1
230175,39.8
230176,4.2
230177,1.1
230178,11.9
230179,15.1
230180,43.4
230181,7.6
230182,9.3
230183,3.3
230184,7.6
230185,49.5
230186,7.9
230187,1.7
230188,14.0
230189,5.3
230190,1.9
230191,13.3
230192,18.2
230193,4.4
230194,7.6
230195,6.7
230196,2.7
230197,15.5
230198,3.0
230199,8.4
230200,47.4
230201,9.9
230202,24.4
230203,5.3
230204,35.0
230205,18.3
230206,185.6
230207,13.5
230208,11.2
230209,11.0
230210,7.2
230211,8.0
230212,4.8
230213,8.5
230214,2.6
230215,7.2
230216,4.4
230217,5.0
230218,11.6
230219,10.12
230220,2.6
230221,7.2
230222,4.9
230223,17.9
230224,27.1
230225,7.8
230226,13.606
230227,7.2
230228,6.2
230229,6.4
230230,5.4
230231,17.4
230232,15.5
230233,13.4
230234,8.0
230235,133.5
230236,2.6
230237,15.9
230238,13.1
230239,9.6
230240,5.72
230241,11.0
230242,100.7
230243,89.2
230244,40.0
230245,8.8
230246,8.8
230247,2.3
230248,64.9
230249,5.4
230250,2.2
230251,10.7
230252,1.5
230253,7.2
230254,11.6
230255,15.5
230256,14.2
230257,1.9
230258,15.0
230259,6.8
230260,175.6
230261,13.0
230262,48.6
230263,11.9
230264,11.2
230265,68.1
230266,12.6
230267,59.12
230268,41.2
230269,20.3
230270,15.5
230271,11.9
230272,28.5
230273,3.3
230274,43.22
230275,11.0
230276,7.2
230277,7.2
230278,12.8
230279,23.2
230280,28.02
230281,13.4
230282,15.4
230283,36.7
230284,9.2
230285,11.4
230286,3.4
230287,5.2
230288,7.8
230289,17.7
230290,2.2
230291,3.6
230292,21.0
230293,9.3
230294,13.2
230295,73.62
230296,9.9
230297,2.8
230298,42.9
230299,6.15
230300,90.6
230301,3.6
230302,11.6
230303,17.5
230304,26.2
230305,40.0
230306,22.7
230307,10.12
230308,56.8
230309,32.7
230310,9.9
230311,2.2
230312,27.9
230313,11.4
230314,301.7
230315,13.6
230316,3.6
230317,3.9
230318,7.4
230319,15.0
230320,16.2
230321,16.8
230322,38.7
230323,11.2
230324,30.3
230325,9.2
230326,5.9
230327,36.1
230328,34.6
230329,29.3
230330,1.6
230331,2.6
230332,12.4
230333,23.7
230334,6.9
230335,19.7
230336,11.6
230337,15.0
230338,3.8
230339,5.0
230340,9.3
230341,32.1
230342,7.6
230343,16.0
230344,16.8
230345,3.6
230346,2.6
230347,34.0
230348,6.8
230349,6.0
230350,7.1
230351,2.2
230352,78.9
230353,8.3
230354,7.8
230355,23.2
230356,5.0
230357,21.2
230358,2.2
230359,9.1
230360,53.3
230361,1.1
230362,32.1
230363,7.6
230364,15.7
230365,35.0
230366,35.9
230367,6.8
230368,4.5
230369,8.3
230370,26.2
230371,10.8
230372,132.4
230373,5.0
230374,11.9
230375,7.2
230376,10.7
230377,72.2
230378,18.0
230379,11.9
230380,28.5
230381,30.3
230382,5.1
230383,4.4
230384,29.1
230385,2.7
230386,25.9
230387,14.7
230388,39.7
230389,2.2
230390,3.4
230391,16.4
230392,4.4
230393,7.8
230394,31.7
230395,11.8
230396,62.1
230397,3.4
230398,8.4
230399,8.3
230400,13.3
230401,2.6
230402,19.02
230403,18.4
230404,29.3
230405,7.1
230406,7.2
230407,2.6
230408,6.15
230409,17.2
230410,3.4
230411,3.6
230412,27.3
230413,2.2
230414,13.38
230415,10.4
230416,14.4
230417,7.1
230418,36.9
230419,20.5
230420,12.2
230421,14.3
230422,19.7
230423,13.4
230424,5.0
230425,45.8
230426,15.0
230427,11.1
230428,9.3
230429,7.2
230430,15.5
230431,4.4
230432,1.9
230433,14.4
230434,29.1
230435,18.2
230436,7.5
230437,7.8
230438,26.3
230439,8.4
230440,2.6
230441,7.5
230442,23.7
230443,18.5
230444,13.3
230445,10.7
230446,2.2
230447,23.3
230448,20.1
230449,14.7
230450,36.6
230451,4.2
230452,9.9
230453,1.65
230454,10.3
230455,36.7
230456,13.1
230457,42.2
230458,4.2
230459,108.92
230460,3.9
230461,19.7
230462,22.0
230463,1.9
230464,5.0
230465,7.0
230466,36.7
230467,36.9
230468,42.9
230469,11.6
230470,96.7
230471,100.7
230472,4.5
230473,8.0
230474,11.6
230475,11.6
230476,11.6
230477,2.3
230478,22.6
230479,12.8
230480,24.2
230481,16.0
230482,11.0
230483,8.3
230484,11.6
230485,19.5
230486,11.0
230487,17.4
230488,13.1
230489,42.2
230490,31.9
230491,4.9
230492,35.9
230493,8.4
230494,17.12
230495,7.6
230496,2.2
230497,10.2
230498,30.9
230499,20.03
230500,6.8
230501,5.0
230502,2.7
230503,11.2
230504,12.4
230505,6.4
230506,38.4
230507,3.2
230508,33.4
230509,51.9
230510,1.9
230511,66.4
230512,16.3
230513,11.0
230514,94.6
230515,15.2
230516,11.4
230517,116.3
230518,31.1
230519,4.8
230520,8.3
230521,78.3
230522,11.2
230523,5.3
230524,16.7
230525,70.3
230526,54.9
230527,3.0
230528,2.7
230529,3.3
230530,2.2
230531,16.0
230532,14.7
230533,19.4
230534,1.6
230535,18.3
230536,139.8
230537,14.7
230538,13.9
230539,20.9
230540,19.4
230541,6.9
230542,8.98
230543,7.8
230544,7.6
230545,7.1
230546,6.8
230547,4.9
230548,18.9
230549,24.91
230550,11.8
230551,6.006
230552,2.7
230553,2.2
230554,3.4
230555,20.8
230556,18.2
230557,15.4
230558,14.1
230559,12.5
230560,7.4
230561,49.5
230562,3.3
230563,154.9
230564,46.2
230565,2.7
230566,34.7
230567,19.3
230568,22.7
230569,10.02
230570,5.72
230571,15.5
230572,3.8
230573,15.8
230574,45.1
230575,26.4
230576,8.4
230577,42.3
230578,94.1
230579,24.0
230580,20.9
230581,15.0
230582,24.5
230583,6.15
230584,34.2
230585,19.3
230586,31.9
230587,15.0
230588,2.0
230589,35.0
230590,87.58
230591,55.8
230592,18.4
230593,18.5
230594,11.4
230595,19.4
230596,7.2
230597,13.6
230598,7.2
230599,18.3
230600,4.4
230601,83.6
230602,9.3
230603,3.6
230604,10.02
230605,259.7
230606,3.8
230607,17.9
230608,3.8
230609,23.9
230610,19.5
230611,19.4
230612,9.3
230613,4.5
230614,2.6
230615,77.3
230616,8.3
230617,13.9
230618,23.7
230619,13.0
230620,2.3
230621,5.3
230622,46.3
230623,91.0
230624,16.3
230625,5.2
230626,5.1
230627,30.0
230628,7.6
230629,10.5
230630,16.3
230631,6.15
230632,105.6
230633,67.92
230634,7.1
230635,12.1
230636,4.2
230637,4.8
230638,6.006
230639,6.006
230640,10.7
230641,10.6
230642,11.9
230643,8.4
230644,15.9
230645,4.4
230646,2.5
230647,14.2
230648,13.3
230649,7.6
230650,14.8
230651,22.1
230652,3.0
230653,11.9
230654,5.7
230655,38.5
230656,144.1
230657,57.2
230658,4.4
230659,24.0
230660,23.2
230661,2.0
230662,8.4
230663,12.1
230664,11.2
230665,32.9
230666,1.9
230667,11.4
230668,25.5
230669,18.8
230670,76.7
230671,67.3
230672,23.3
230673,7.5
230674,9.2
230675,8.2
230676,6.006
230677,3.0
230678,20.3
230679,13.4
230680,6.9
230681,41.62
230682,16.4
230683,4.8
230684,19.7
230685,6.0
230686,7.1
230687,11.4
230688,16.0
230689,8.4
230690,4.4
230691,17.2
230692,13.3
230693,32.4
230694,23.9
230695,3.7
230696,25.4
230697,13.9
230698,44.7
230699,9.3
230700,3.0
230701,49.5
230702,52.2
230703,6.1
230704,10.9
230705,5.3
230706,12.8
230707,7.6
230708,1.5
230709,3.55
230710,12.4
230711,6.1
230712,10.0
230713,62.8
230714,107.0
230715,13.9
230716,6.1
230717,5.4
230718,2.7
230719,4.4
230720,30.3
230721,6.0
230722,19.7
230723,3.0
230724,5.9
230725,7.5
230726,16.2
230727,1.1
230728,5.6
230729,34.12
230730,3.5
230731,3.8
230732,3.8
230733,2.7
230734,8.6
230735,7.5
230736,3.5
230737,11.2
230738,8.4
230739,49.0
230740,87.58
230741,6.2
230742,4.5
230743,188.9
230744,10.3
230745,4.8
230746,55.3
230747,11.9
230748,9.3
230749,2.8
230750,7.1
230751,13.3
230752,7.6
230753,7.1
230754,30.3
230755,4.4
230756,11.6
230757,2.2
230758,17.0
230759,17.9
230760,8.0
230761,10.5
230762,41.32
230763,11.2
230764,7.9
230765,20.1
230766,4.1
230767,4.1
230768,2.6
230769,26.4
230770,25.6
230771,69.5
230772,15.3
230773,15.5
230774,13.3
230775,25.5
230776,19.7
230777,4.4
230778,8.4
230779,11.4
230780,7.1
230781,10.5
230782,2.6
230783,4.4
230784,10.3
230785,24.1
230786,10.5
230787,17.7
230788,7.2
230789,9.3
230790,4.4
230791,62.3
230792,11.4
230793,8.3
230794,46.6
230795,11.6
230796,11.4
230797,8.7
230798,3.0
230799,3.0
230800,4.4
230801,7.5
230802,1.5
230803,29.8
230804,6.2
230805,24.0
230806,5.6
230807,11.8
230808,36.7
230809,8.3
230810,7.4
230811,8.4
230812,8.5
230813,50.4
230814,13.3
230815,8.7
230816,4.8
230817,15.9
230818,18.3
230819,19.5
230820,4.4
230821,23.0
230822,1.9
230823,3.4
230824,4.88
230825,11.9
230826,5.3
230827,30.1
230828,7.1
230829,74.0
230830,6.8
230831,8.7
230832,5.3
230833,18.2
230834,24.1
230835,4.4
230836,68.9
230837,7.2
230838,6.2
230839,13.3
230840,13.3
230841,16.4
230842,86.0
230843,5.4
230844,19.8
230845,11.0
230846,14.2
230847,15.7
230848,8.4
230849,13.3
230850,8.4
230851,11.4
230852,38.9
230853,1.9
230854,11.8
230855,13.9
230856,15.9
230857,67.7
230858,6.8
230859,10.5
230860,77.0
230861,83.2
230862,4.4
230863,3.0
230864,5.7
230865,31.3
230866,6.0
230867,3.4
230868,3.4
230869,1.9
230870,60.9
230871,2.7
230872,111.4
230873,6.8
230874,11.6
230875,121.7
230876,5.7
230877,13.9
230878,44.68
230879,7.1
230880,8.8
230881,5.72
230882,5.7
230883,14.1
230884,25.8
230885,4.3
230886,23.0
230887,22.7
230888,89.2
230889,3.5
230890,32.4
230891,7.1
230892,19.3
230893,139.7
230894,50.6
230895,33.9
230896,17.4
230897,17.5
230898,21.7
230899,19.4
230900,8.3
230901,11.8
230902,11.9
230903,9.2
230904,6.0
230905,27.3
230906,9.6
230907,10.3
230908,3.3
230909,26.8
230910,37.1
230911,28.8
230912,200.2
230913,2.0
230914,3.4
230915,17.0
230916,15.4
230917,28.1
230918,8.3
230919,2.7
230920,26.8
230921,25.8
230922,11.6
230923,1.9
230924,1.1
230925,6.8
230926,1.8
230927,5.0
230928,11.4
230929,22.1
230930,12.5
230931,54.8
230932,7.6
230933,7.6
230934,46.3
230935,44.2
230936,36.08
230937,11.2
230938,2.7
230939,3.5
230940,5.6
230941,3.1
230942,8.5
230943,5.4
230944,9.3
230945,7.4
230946,13.6
230947,50.3
230948,39.7
230949,1.65
230950,10.8
230951,6.1
230952,17.3
230953,7.932
230954,7.1
230955,7.1
230956,8.6
230957,4.8
230958,9.9
230959,31.9
230960,62.4
230961,10.8
230962,26.2
230963,5.0
230964,24.4
230965,1.9
230966,8.0
230967,17.9
230968,22.0
230969,13.3
230970,16.2
230971,9.55
230972,53.3
230973,23.7
230974,4.1
230975,29.7
230976,30.8
230977,39.4
230978,16.7
230979,47.9
230980,8.0
230981,10.5
230982,3.0
230983,7.2
230984,6.1
230985,1.9
230986,83.2
230987,12.1
230988,11.6
230989,31.8
230990,30.3
230991,11.1
230992,25.3
230993,8.6
230994,12.2
230995,80.5
230996,28.4
230997,8.4
230998,1.9
230999,28.3
231000,7.6
231001,19.4
231002,17.5
231003,25.9
231004,6.4
231005,7.6
231006,16.0
231007,4.4
231008,4.4
231009,23.2
231010,16.8
231011,13.38
231012,8.1
231013,69.4
231014,7.1
231015,7.5
231016,62.2
231017,13.4
231018,125.0
231019,12.2
231020,1.6
231021,41.5
231022,29.1
231023,11.7
231024,7.2
231025,4.3
231026,11.4
231027,4.5
231028,27.6
231029,3.7
231030,48.5
231031,13.4
231032,5.9
231033,13.3
231034,3.9
231035,16.2
231036,3.9
231037,88.5
231038,4.5
231039,89.7
231040,15.7
231041,53.3
231042,4.0
231043,16.6
231044,2.3
231045,6.0
231046,7.6
231047,5.3
231048,1.8
231049,4.2
231050,27.7
231051,2.2
231052,31.1
231053,44.1
231054,34.7
231055,13.6
231056,11.0
231057,19.7
231058,1.6
231059,18.3
231060,19.4
231061,6.9
231062,15.9
231063,3.4
231064,91.1
231065,11.4
231066,9.1
231067,7.9
231068,29.7
231069,4.2
231070,4.2
231071,23.5
231072,22.7
231073,9.3
231074,16.5
231075,8.0
231076,24.5
231077,2.6
231078,24.3
231079,28.42
231080,5.6
231081,4.4
231082,17.2
231083,18.7
231084,36.32
231085,57.4
231086,32.42
231087,12.2
231088,15.7
231089,7.2
231090,10.1
231091,15.0
231092,17.4
231093,28.7
231094,2.4
231095,37.2
231096,18.3
231097,27.8
231098,13.4
231099,7.28
231100,73.18
231101,20.6
231102,11.2
231103,42.1
231104,4.8
231105,3.4
231106,36.0
231107,14.8
231108,14.7
231109,35.9
231110,7.932
231111,3.6
231112,16.2
231113,1.6
231114,12.8
231115,37.5
231116,9.1
231117,5.3
231118,10.7
231119,3.8
231120,1.1
231121,10.8
231122,3.0
231123,10.5
231124,9.9
231125,28.1
231126,4.8
231127,33.7
231128,231.2
231129,1.9
231130,2.0
231131,66.4
231132,8.4
231133,4.8
231134,15.5
231135,13.9
231136,15.6
231137,3.0
231138,20.8
231139,69.6
231140,3.6
231141,8.3
231142,10.02
231143,7.6
231144,12.5
231145,1.8
231146,31.7
231147,15.4
231148,1.8
231149,2.4
231150,15.7
231151,9.4
231152,42.3
231153,8.3
231154,3.3
231155,11.0
231156,133.1
231157,2.7
231158,26.22
231159,3.7
231160,7.9
231161,53.4
231162,7.9
231163,7.4
231164,13.9
231165,12.5
231166,129.5
231167,4.4
231168,121.7
231169,2.2
231170,8.4
231171,13.3
231172,11.2
231173,15.0
231174,56.932
231175,31.9
231176,8.4
231177,11.4
231178,3.0
231179,30.3
231180,7.2
231181,4.2
231182,18.7
231183,43.0
231184,12.1
231185,8.0
231186,13.0
231187,10.0
231188,4.8
231189,4.4
231190,25.6
231191,3.5
231192,5.3
231193,2.0
231194,8.4
231195,5.7
231196,25.42
231197,4.4
231198,22.0
231199,14.7
231200,13.9
231201,6.9
231202,9.6
231203,5.72
231204,4.1
231205,16.2
231206,10.5
231207,19.3
231208,27.4
231209,45.1
231210,23.8
231211,7.1
231212,139.8
231213,72.2
231214,25.5
231215,9.5
231216,26.0
231217,7.2
231218,7.1
231219,5.2
231220,15.0
231221,12.4
231222,16.7
231223,7.2
231224,4.5
231225,19.3
231226,8.5
231227,8.1
231228,18.4
231229,15.5
231230,5.1
231231,4.3
231232,18.3
231233,10.8
231234,7.4
231235,28.7
231236,8.0
231237,6.4
231238,3.7
231239,12.7
231240,14.4
231241,13.1
231242,38.9
231243,5.0
231244,5.7
231245,5.0
231246,6.1
231247,12.8
231248,12.5
231249,11.1
231250,18.8
231251,217.2
231252,7.1
231253,4.5
231254,6.4
231255,7.1
231256,19.5
231257,11.6
231258,1.9
231259,18.4
231260,63.8
231261,4.2
231262,56.7
231263,4.4
231264,15.0
231265,19.02
231266,8.7
231267,8.7
231268,7.2
231269,8.0
231270,32.42
231271,7.6
231272,1.2
231273,20.5
231274,11.6
231275,19.7
231276,5.4
231277,31.6
231278,52.5
231279,8.3
231280,4.3
231281,4.0
231282,5.0
231283,15.0
231284,6.5
231285,6.8
231286,8.0
231287,50.8
231288,2.6
231289,17.5
231290,11.6
231291,112.9
231292,22.6
231293,32.55
231294,5.0
231295,25.5
231296,3.3
231297,15.5
231298,21.7
231299,7.5
231300,10.5
231301,6.1
231302,5.72
231303,7.2
231304,9.9
231305,9.2
231306,28.6
231307,20.1
231308,7.2
231309,14.2
231310,11.2
231311,36.1
231312,22.6
231313,8.4
231314,13.3
231315,1.6
231316,15.9
231317,18.4
231318,15.5
231319,9.3
231320,16.4
231321,13.5
231322,15.5
231323,6.8
231324,5.2
231325,26.8
231326,34.4
231327,7.6
231328,22.7
231329,4.4
231330,1.1
231331,9.2
231332,13.1
231333,1.8
231334,11.1
231335,16.0
231336,8.3
231337,6.4
231338,15.5
231339,19.6
231340,2.6
231341,13.4
231342,9.9
231343,12.5
231344,18.4
231345,5.72
231346,72.2
231347,3.6
231348,3.5
231349,8.6
231350,1.8
231351,26.67
231352,25.4
231353,28.5
231354,6.8
231355,19.4
231356,1.2
231357,23.2
231358,2.3
231359,2.6
231360,8.1
231361,9.1
231362,25.5
231363,11.0
231364,18.5
231365,3.8
231366,31.13
231367,17.4
231368,1.6
231369,3.8
231370,11.0
231371,10.12
231372,25.0
231373,28.6
231374,3.9
231375,39.0
231376,13.4
231377,20.5
231378,7.9
231379,36.3
231380,65.3
231381,18.4
231382,2.0
231383,1.8
231384,3.6
231385,4.13
231386,13.9
231387,30.3
231388,2.8
231389,61.22
231390,11.6
231391,7.1
231392,5.4
231393,57.0
231394,20.1
231395,1.9
231396,4.8
231397,11.9
231398,3.6
231399,15.0
231400,23.32
231401,25.5
231402,18.0
231403,3.5
231404,34.1
231405,51.9
231406,42.2
231407,14.1
231408,4.0
231409,23.3
231410,18.2
231411,4.0
231412,23.2
231413,12.5
231414,12.5
231415,12.1
231416,7.1
231417,99.0
231418,36.5
231419,21.5
231420,2.0
231421,22.0
231422,4.4
231423,5.72
231424,8.7
231425,6.2
231426,11.9
231427,28.8
231428,5.7
231429,24.0
231430,27.3
231431,11.0
231432,16.5
231433,2.7
231434,11.4
231435,22.7
231436,1.8
231437,1.8
231438,13.9
231439,22.7
231440,3.5
231441,8.3
231442,3.9
231443,11.1
231444,26.2
231445,30.8
231446,47.5
231447,4.9
231448,93.32
231449,11.4
231450,11.2
231451,11.6
231452,11.4
231453,8.6
231454,16.7
231455,16.4
231456,16.4
231457,3.8
231458,26.3
231459,9.1
231460,8.7
231461,10.6
231462,13.1
231463,24.7
231464,6.4
231465,14.8
231466,217.2
231467,4.4
231468,6.2
231469,9.55
231470,6.9
231471,30.3
231472,36.5
231473,26.0
231474,9.2
231475,29.7
231476,17.62
231477,8.3
231478,7.6
231479,30.02
231480,2.4
231481,36.5
231482,57.0
231483,27.1
231484,9.3
231485,21.2
231486,9.3
231487,30.4
231488,2.0
231489,13.6
231490,13.6
231491,7.2
231492,11.8
231493,15.6
231494,3.6
231495,11.0
231496,8.3
231497,3.3
231498,9.9
231499,9.1
231500,9.3
231501,2.3
231502,12.1
231503,18.3
231504,7.6
231505,8.5
231506,10.8
231507,18.2
231508,3.3
231509,4.88
231510,13.2
231511,7.7
231512,27.4
231513,24.3
231514,3.4
231515,7.2
231516,13.5
231517,73.7
231518,16.5
231519,17.7
231520,32.3
231521,10.5
231522,29.1
231523,4.4
231524,22.8
231525,13.9
231526,11.4
231527,8.0
231528,1.8
231529,41.4
231530,13.9
231531,16.2
231532,4.2
231533,31.9
231534,10.7
231535,7.6
231536,38.2
231537,72.8
231538,15.5
231539,13.5
231540,35.0
231541,76.2
231542,7.1
231543,17.15
231544,32.55
231545,3.9
231546,1.6
231547,5.0
231548,2.6
231549,24.4
231550,11.6
231551,12.5
231552,8.7
231553,3.9
231554,23.9
231555,4.4
231556,51.9
231557,11.0
231558,2.2
231559,11.0
231560,18.3
231561,23.2
231562,4.4
231563,137.0
231564,26.4
231565,34.2
231566,47.8
231567,114.6
231568,8.4
231569,2.6
231570,59.232
231571,120.9
231572,18.7
231573,3.6
231574,5.72
231575,11.4
231576,12.7
231577,31.3
231578,41.9
231579,66.6
231580,65.9
231581,3.0
231582,13.38
231583,16.8
231584,5.3
231585,3.0
231586,8.3
231587,1.9
231588,14.1
231589,45.9
231590,6.1
231591,6.1
231592,4.3
231593,28.8
231594,7.6
231595,66.5
231596,23.2
231597,54.8
231598,2.6
231599,23.32
231600,20.03
231601,9.3
231602,35.6
231603,13.5
231604,129.5
231605,16.0
231606,18.0
231607,2.6
231608,4.4
231609,25.5
231610,2.6
231611,6.1
231612,12.4
231613,25.42
231614,15.9
231615,45.8
231616,11.9
231617,43.9
231618,4.9
231619,15.2
231620,4.4
231621,15.8
231622,9.5
231623,5.7
231624,7.4
231625,26.3
231626,14.5
231627,2.4
231628,1.8
231629,57.6
231630,8.0
231631,9.7
231632,6.15
231633,4.5
231634,29.1
231635,19.5
231636,6.1
231637,6.2
231638,1.1
231639,19.8
231640,18.7
231641,14.1
231642,3.6
231643,12.5
231644,12.5
231645,2.6
231646,13.0
231647,11.9
231648,13.9
231649,8.7
231650,26.3
231651,5.6
231652,1.2
231653,8.0
231654,29.3
231655,11.4
231656,5.2
231657,19.3
231658,13.4
231659,22.0
231660,5.3
231661,53.3
231662,7.2
231663,68.2
231664,4.4
231665,36.45
231666,10.6
231667,22.0
231668,14.6
231669,26.0
231670,15.5
231671,7.6
231672,5.2
231673,152.9
231674,7.2
231675,100.1
231676,63.1
231677,16.5
231678,42.3
231679,46.3
231680,14.2
231681,7.2
231682,8.0
231683,7.6
231684,11.9
231685,22.6
231686,30.3
231687,11.1
231688,33.02
231689,72.7
231690,8.0
231691,19.12
231692,3.8
231693,17.5
231694,58.9
231695,12.5
231696,23.9
231697,18.5
231698,42.2
231699,11.7
231700,4.4
231701,3.7
231702,4.8
231703,4.8
231704,22.6
231705,11.7
231706,35.9
231707,6.006
231708,129.0
231709,4.8
231710,43.4
231711,14.6
231712,3.4
231713,15.4
231714,11.0
231715,4.1
231716,13.606
231717,11.4
231718,6.1
231719,20.1
231720,10.5
231721,23.3
231722,13.0
231723,6.7
231724,8.3
231725,35.2
231726,9.2
231727,17.4
231728,18.0
231729,29.6
231730,2.6
231731,7.4
231732,128.9
231733,12.2
231734,65.2
231735,4.4
231736,3.0
231737,28.5
231738,26.5
231739,10.7
231740,7.2
231741,8.0
231742,7.1
231743,7.9
231744,8.7
231745,17.3
231746,8.6
231747,20.3
231748,3.6
231749,7.5
231750,18.5
231751,31.6
231752,10.3
231753,1.9
231754,26.6
231755,13.1
231756,30.4
231757,4.4
231758,4.4
231759,21.3
231760,15.7
231761,1.5
231762,17.0
231763,45.5
231764,15.4
231765,38.5
231766,7.1
231767,46.0
231768,120.2
231769,22.9
231770,2.3
231771,2.6
231772,30.3
231773,27.3
231774,18.7
231775,9.3
231776,6.0
231777,39.31
231778,5.1
231779,65.0
231780,20.1
231781,15.4
231782,19.8
231783,34.7
231784,6.0
231785,30.3
231786,18.5
231787,37.6
231788,9.4
231789,13.0
231790,5.0
231791,26.4
231792,46.9
231793,13.6
231794,9.55
231795,10.7
231796,11.2
231797,5.2
231798,25.5
231799,11.2
231800,14.9
231801,46.3
231802,8.6
231803,23.3
231804,5.1
231805,4.8
231806,128.9
231807,3.6
231808,39.7
231809,8.3
231810,11.7
231811,36.7
231812,49.3
231813,22.6
231814,9.0
231815,5.4
231816,11.0
231817,5.0
231818,5.72
231819,23.3
231820,14.6
231821,10.6
231822,37.4
231823,1.5
231824,10.5
231825,19.4
231826,11.6
231827,14.6
231828,10.8
231829,8.6
231830,7.1
231831,9.9
231832,4.2
231833,11.7
231834,125.1
231835,3.7
231836,18.4
231837,26.0
231838,10.5
231839,10.3
231840,27.83
231841,5.1
231842,23.7
231843,1.2
231844,6.0
231845,13.606
231846,12.6
231847,137.2
231848,8.0
231849,73.3
231850,28.3
231851,25.9
231852,5.3
231853,33.7
231854,121.6
231855,3.8
231856,10.8
231857,67.5
231858,25.0
231859,135.6
231860,26.0
231861,2.6
231862,41.6
231863,17.4
231864,23.5
231865,46.1
231866,31.4
231867,8.0
231868,47.8
231869,15.9
231870,5.4
231871,2.2
231872,3.6
231873,3.6
231874,3.0
231875,32.5
231876,29.08
231877,32.2
231878,20.1
231879,8.5
231880,4.8
231881,129.7
231882,7.1
231883,13.8
231884,27.7
231885,15.4
231886,15.2
231887,11.0
231888,12.1
231889,26.0
231890,23.9
231891,11.0
231892,40.0
231893,8.6
231894,17.4
231895,6.8
231896,1.8
231897,73.9
231898,16.2
231899,25.1
231900,7.8
231901,4.4
231902,8.3
231903,15.2
231904,10.5
231905,11.8
231906,49.8
231907,7.8
231908,8.4
231909,25.5
231910,27.2
231911,11.0
231912,2.6
231913,11.0
231914,3.5
231915,7.9
231916,40.7
231917,7.2
231918,2.0
231919,7.5
231920,6.2
231921,4.1
231922,7.4
231923,31.7
231924,12.2
231925,7.1
231926,8.4
231927,48.2
231928,25.4
231929,2.2
231930,9.9
231931,1.2
231932,16.2
231933,9.2
231934,15.4
231935,73.9
231936,3.5
231937,3.5
231938,3.5
231939,13.6
231940,16.8
231941,39.7
231942,6.8
231943,8.3
231944,5.1
231945,2.0
231946,13.9
231947,11.9
231948,6.1
231949,5.3
231950,8.0
231951,10.7
231952,2.0
231953,15.3
231954,23.3
231955,3.4
231956,30.4
231957,39.3
231958,12.2
231959,3.2
231960,31.2
231961,8.3
231962,5.0
231963,8.3
231964,29.7
231965,35.9
231966,45.3
231967,2.2
231968,117.2
231969,13.6
231970,11.6
231971,23.0
231972,102.4
231973,54.0
231974,47.3
231975,11.6
231976,18.7
231977,8.6
231978,18.4
231979,21.6
231980,8.4
231981,10.9
231982,3.0
231983,6.2
231984,9.0
231985,129.4
231986,9.2
231987,41.6
231988,5.0
231989,2.2
231990,11.6
231991,28.02
231992,23.2
231993,9.9
231994,7.1
231995,2.8
231996,9.9
231997,12.8
231998,23.7
231999,13.606
232000,73.5
232001,50.3
232002,34.2
232003,36.3
232004,7.1
